#       k             kp                 V11                    V12                    V21                    V22          
   0.015318       2.993761         1.605179e-04           -1.653956e-03          -7.316616e-09          1.255008e-07      
   0.015318       2.998815         1.467902e-04           -1.564796e-03          -7.315135e-09          1.211840e-07      
   0.015318       3.004739         1.313692e-04           -1.465016e-03          -7.298086e-09          1.162800e-07      
   0.015318       3.024957         8.397818e-05           -1.160344e-03          -7.130268e-09          1.007550e-07      
   0.015318       3.061273         1.755840e-05           -7.343266e-04          -6.506188e-09          7.716402e-08      
   0.015318       3.113597         -4.267754e-05          -3.328140e-04          -5.209497e-09          5.137262e-08      
   0.015318       3.181789         -7.542402e-05          -6.169677e-05          -3.399139e-09          2.890221e-08      
   0.015318       3.265666         -7.441039e-05          5.494322e-05           -1.598778e-09          1.305756e-08      
   0.015318       3.365002         -5.094036e-05          6.399252e-05           -3.436946e-10          4.243238e-09      
   0.015318       3.479529         -2.415033e-05          3.391984e-05           1.919715e-10           6.610125e-10      
   0.015318       3.608938         -6.944034e-06          9.174213e-06           2.311930e-10           -1.920599e-10     
   0.015318       3.752880         -4.414667e-07          -2.147797e-07          1.135169e-10           -1.615059e-10     
   0.015318       3.910968         5.295082e-07           -1.216906e-06          2.984612e-11           -4.753141e-11     
   0.015318       4.082775         2.202929e-07           -4.861272e-07          2.503474e-12           -4.705594e-12     
   0.015318       4.267838         3.096316e-08           -9.402351e-08          -9.420015e-13          1.349607e-12      
   0.015318       4.465657         -2.556725e-09          -7.095957e-09          -3.225662e-13          5.739423e-13      
   0.015318       4.675701         -1.398631e-09          6.021449e-10           -2.939972e-14          8.925330e-14      
   0.015318       4.897402         -1.315436e-10          1.373742e-10           2.990577e-15           5.333660e-15      
   0.015318       5.130163         6.313350e-12           8.092436e-14           7.665452e-16           -1.406089e-16     
   0.015318       5.373356         1.419377e-12           -1.470566e-12          3.208528e-17           -1.683401e-17     
   0.015318       5.626327         5.326398e-15           -9.418211e-14          -2.588207e-18          2.427413e-18      
   0.015318       5.888392         -5.413995e-15          -5.605935e-16          -1.685734e-19          2.797996e-19      
   0.015318       6.158845         -6.447419e-17          -6.785868e-18          4.222124e-21           8.104165e-21      
   0.015318       6.436958         6.644000e-18           -6.203105e-18          2.999645e-22           6.153448e-23      
   0.015318       6.721980         -8.091192e-21          -1.542001e-19          -1.873644e-24          3.569637e-24      
   0.015318       7.013143         -3.549466e-21          -2.237711e-22          -1.264334e-25          1.522883e-25      
   0.015318       7.309662         3.037361e-23           -1.889391e-23          1.059277e-27           1.390427e-27      
   0.015318       7.610739         3.280230e-25           -4.547521e-25          1.797843e-29           1.686187e-30      
   0.015318       7.915560         -5.886621e-27          7.453430e-29           -1.675470e-31          7.918741e-32      
   0.015318       8.223305         2.261140e-29           -8.563280e-31          -4.113685e-34          6.416799e-34      
   0.015318       8.533144         7.590744e-32           -6.744232e-32          7.152449e-36           -9.762198e-37     
   0.015318       8.844241         -9.235885e-34          1.800837e-34           -1.310077e-38          -3.122887e-39     
   0.015318       9.155759         3.209984e-36           -1.693354e-37          -6.548470e-41          2.649932e-41      
   0.015318       9.466856         -3.618112e-39          -1.652437e-39          2.734561e-43           2.154075e-44      
   0.015318       9.776695         -7.290878e-42          2.418366e-42           -2.383247e-46          -6.500746e-47     
   0.015318       10.084440        3.298375e-44           -1.878482e-45          -6.064236e-49          1.247611e-49      
   0.015318       10.389261        -5.001871e-47          -3.778978e-48          1.585175e-51           8.333601e-53      
   0.015318       10.690338        2.768682e-50           6.277504e-51           -1.010708e-54          -2.258837e-55     
   0.015318       10.986857        2.031878e-53           -1.650326e-53          -2.249539e-57          4.751579e-58      
   0.015318       11.278020        -9.768929e-51          -3.083978e-51          -1.130467e-55          -3.569236e-56     
   0.015318       11.563042        -2.757211e-48          -9.191732e-49          -3.284506e-53          -1.095161e-53     
   0.015318       11.841155        2.561688e-45           9.014050e-46           2.813168e-50           9.900371e-51      
   0.015318       12.111608        6.012304e-42           2.187694e-42           6.783846e-47           2.468471e-47      
   0.015318       12.373673        7.289781e-39           2.723071e-39           8.275094e-44           3.091147e-44      
   0.015318       12.626644        6.508445e-36           2.476195e-36           7.410635e-41           2.819450e-41      
   0.015318       12.869837        4.482770e-33           1.724711e-33           5.114753e-38           1.967866e-38      
   0.015318       13.102598        2.367740e-30           9.155867e-31           2.705998e-35           1.046390e-35      
   0.015318       13.324299        9.384708e-28           3.629826e-28           1.074062e-32           4.154273e-33      
   0.015318       13.534343        2.716884e-25           1.047333e-25           3.113368e-30           1.200176e-30      
   0.015318       13.732162        5.584982e-23           2.140966e-23           6.407441e-28           2.456255e-28      
   0.015318       13.917225        7.930908e-21           3.020403e-21           9.108576e-26           3.468912e-26      
   0.015318       14.089032        7.587415e-19           2.871108e-19           8.722735e-24           3.300725e-24      
   0.015318       14.247120        4.776190e-17           1.797265e-17           5.495903e-22           2.068096e-22      
   0.015318       14.391062        1.946899e-15           7.294887e-16           2.242193e-20           8.401360e-21      
   0.015318       14.520471        5.045762e-14           1.884946e-14           5.815619e-19           2.172551e-19      
   0.015318       14.634998        8.216730e-13           3.061530e-13           9.477095e-18           3.531152e-18      
   0.015318       14.734334        8.710316e-12           3.241991e-12           1.005348e-16           3.741940e-17      
   0.015318       14.818211        5.476042e-11           2.034986e-11           6.323935e-16           2.350094e-16      
   0.015318       14.886403        2.006438e-10           7.427233e-11           2.317981e-15           8.580541e-16      
   0.015318       14.938727        5.125062e-10           1.887486e-10           5.922859e-15           2.181320e-15      
   0.015318       14.975043        1.170189e-09           4.289623e-10           1.353096e-14           4.960155e-15      
   0.015318       14.995261        2.792840e-09           1.020794e-09           3.234388e-14           1.182196e-14      
   0.028399       0.001185         -2.479384e+00          -5.285229e-06          -3.046035e-03          3.213551e-09      
   0.028399       0.006239         -2.479310e+00          -1.465622e-04          -3.045478e-03          8.911353e-08      
   0.028399       0.015318         -2.478842e+00          -8.834324e-04          -3.042635e-03          5.373638e-07      
   0.028399       0.028399         -2.477532e+00          -3.034353e-03          -3.034353e-03          1.845538e-06      
   0.028399       0.045447         -2.474654e+00          -7.750157e-03          -3.016222e-03          4.710607e-06      
   0.028399       0.066417         -2.469312e+00          -1.646853e-02          -2.982809e-03          1.000738e-05      
