#       k             kp                  V           
   7.610739       0.119882         2.367012e-24      
   7.610739       0.152235         2.379844e-24      
   7.610739       0.188220         2.397729e-24      
   7.610739       0.227742         2.421777e-24      
   7.610739       0.270694         2.453169e-24      
   7.610739       0.316959         2.493150e-24      
   7.610739       0.366414         2.543000e-24      
   7.610739       0.418925         2.604011e-24      
   7.610739       0.474351         2.677434e-24      
   7.610739       0.532541         2.764414e-24      
   7.610739       0.593339         2.865877e-24      
   7.610739       0.656582         2.982365e-24      
   7.610739       0.722098         3.113788e-24      
   7.610739       0.789711         3.259062e-24      
   7.610739       0.859239         3.415580e-24      
   7.610739       0.930495         3.578456e-24      
   7.610739       1.003286         3.739476e-24      
   7.610739       1.077416         3.885637e-24      
   7.610739       1.152685         3.997184e-24      
   7.610739       1.228890         4.045003e-24      
   7.610739       1.305826         3.987265e-24      
   7.610739       1.383286         3.765230e-24      
   7.610739       1.461060         3.298213e-24      
   7.610739       1.538940         2.477883e-24      
   7.610739       1.616714         1.162324e-24      
   7.610739       1.694174         -8.292686e-25     
   7.610739       1.771110         -3.719794e-24     
   7.610739       1.847315         -7.773117e-24     
   7.610739       1.922584         -1.328542e-23     
   7.610739       1.996714         -2.056495e-23     
   7.610739       2.069505         -2.989547e-23     
   7.610739       2.140761         -4.147860e-23     
   7.610739       2.210289         -5.535162e-23     
   7.610739       2.277902         -7.128038e-23     
   7.610739       2.343418         -8.863223e-23     
   7.610739       2.406661         -1.062422e-22     
   7.610739       2.467459         -1.222951e-22     
   7.610739       2.525649         -1.342559e-22     
   7.610739       2.581075         -1.388879e-22     
   7.610739       2.633586         -1.323976e-22     
   7.610739       2.683041         -1.107329e-22     
   7.610739       2.729306         -7.003885e-23     
   7.610739       2.772258         -7.238560e-24     
   7.610739       2.811780         7.933361e-23      
   7.610739       2.847765         1.893518e-22      
   7.610739       2.880118         3.200922e-22      
   7.610739       2.908749         4.663075e-22      
   7.610739       2.933583         6.204473e-22      
   7.610739       2.954553         7.732247e-22      
   7.610739       2.971601         9.144653e-22      
   7.610739       2.984682         1.034120e-21      
   7.610739       2.993761         1.123301e-21      
   7.610739       2.998815         1.175222e-21      
   7.610739       3.004739         1.238212e-21      
   7.610739       3.024957         1.471357e-21      
   7.610739       3.061273         1.967309e-21      
   7.610739       3.113597         2.881699e-21      
   7.610739       3.181789         4.481696e-21      
   7.610739       3.265666         7.097633e-21      
   7.610739       3.365002         1.056306e-20      
   7.610739       3.479529         1.121300e-20      
   7.610739       3.608938         -1.123231e-20     
   7.610739       3.752880         -1.423865e-19     
   7.610739       3.910968         -6.669186e-19     
   7.610739       4.082775         -2.147708e-18     
   7.610739       4.267838         -4.214336e-18     
   7.610739       4.465657         -1.446490e-17     
   7.610739       4.675701         -3.383009e-16     
   7.610739       4.897402         -2.882635e-15     
   7.610739       5.130163         1.215180e-14      
   7.610739       5.373356         -2.240831e-13     
   7.610739       5.626327         -1.062862e-11     
   7.610739       5.888392         2.607498e-10      
   7.610739       6.158845         -4.720324e-09     
   7.610739       6.436958         1.766269e-07      
   7.610739       6.721980         6.194006e-06      
   7.610739       7.013143         1.913627e-03      
   7.610739       7.309662         5.799583e-02      
   7.610739       7.610739         2.002519e-01      
   7.610739       7.915560         4.784016e-02      
   7.610739       8.223305         6.125918e-04      
   7.610739       8.533144         -3.951978e-07     
   7.610739       8.844241         4.254622e-09      
   7.610739       9.155759         -2.398216e-11     
   7.610739       9.466856         9.108607e-14      
   7.610739       9.776695         -2.940442e-16     
   7.610739       10.084440        8.044781e-19      
   7.610739       10.389261        -1.822612e-21     
   7.610739       10.690338        3.751573e-24      
   7.610739       10.986857        -6.078195e-27     
   7.610739       11.278020        8.853894e-30      
   7.610739       11.563042        -1.125441e-32     
   7.610739       11.841155        1.420354e-35      
   7.610739       12.111608        -2.034166e-38     
   7.610739       12.373673        2.455620e-41      
   7.610739       12.626644        -4.711148e-44     
   7.610739       12.869837        7.377269e-47      
   7.610739       13.102598        -4.179502e-49     
   7.610739       13.324299        9.404637e-52      
   7.610739       13.534343        -4.069641e-54     
   7.610739       13.732162        -4.650770e-52     
   7.610739       13.917225        3.094504e-49      
   7.610739       14.089032        6.367378e-47      
   7.610739       14.247120        6.013203e-45      
   7.610739       14.391062        3.209791e-43      
   7.610739       14.520471        1.010826e-41      
   7.610739       14.634998        1.910385e-40      
   7.610739       14.734334        2.289778e-39      
   7.610739       14.818211        1.603656e-38      
   7.610739       14.886403        6.441298e-38      
   7.610739       14.938727        1.740585e-37      
   7.610739       14.975043        3.858421e-37      
   7.610739       14.995261        7.475623e-37      
   7.915560       0.001185         -1.231946e-26     
   7.915560       0.006239         -1.231948e-26     
   7.915560       0.015318         -1.231823e-26     
   7.915560       0.028399         -1.231567e-26     
   7.915560       0.045447         -1.230992e-26     
   7.915560       0.066417         -1.229906e-26     
   7.915560       0.091251         -1.228075e-26     
   7.915560       0.119882         -1.225204e-26     
   7.915560       0.152235         -1.220931e-26     
   7.915560       0.188220         -1.214800e-26     
   7.915560       0.227742         -1.206230e-26     
   7.915560       0.270694         -1.194473e-26     
   7.915560       0.316959         -1.178544e-26     
   7.915560       0.366414         -1.157143e-26     
   7.915560       0.418925         -1.128541e-26     
   7.915560       0.474351         -1.090435e-26     
   7.915560       0.532541         -1.039761e-26     
   7.915560       0.593339         -9.724489e-27     
   7.915560       0.656582         -8.831095e-27     
   7.915560       0.722098         -7.646364e-27     
   7.915560       0.789711         -6.076981e-27     
   7.915560       0.859239         -4.001034e-27     
   7.915560       0.930495         -1.260169e-27     
   7.915560       1.003286         2.349920e-27      
   7.915560       1.077416         7.090721e-27      
   7.915560       1.152685         1.329369e-26      
   7.915560       1.228890         2.137409e-26      
   7.915560       1.305826         3.184472e-26      
   7.915560       1.383286         4.532765e-26      
   7.915560       1.461060         6.256066e-26      
   7.915560       1.538940         8.439375e-26      
   7.915560       1.616714         1.117690e-25      
   7.915560       1.694174         1.456755e-25      
   7.915560       1.771110         1.870683e-25      
   7.915560       1.847315         2.367415e-25      
   7.915560       1.922584         2.951453e-25      
   7.915560       1.996714         3.621428e-25      
   7.915560       2.069505         4.367107e-25      
   7.915560       2.140761         5.166071e-25      
   7.915560       2.210289         5.980493e-25      
   7.915560       2.277902         6.754736e-25      
   7.915560       2.343418         7.414793e-25      
   7.915560       2.406661         7.870764e-25      
   7.915560       2.467459         8.023569e-25      
   7.915560       2.525649         7.776731e-25      
   7.915560       2.581075         7.053144e-25      
   7.915560       2.633586         5.815355e-25      
   7.915560       2.683041         4.086033e-25      
   7.915560       2.729306         1.963567e-25      
   7.915560       2.772258         -3.733071e-26     
   7.915560       2.811780         -2.677432e-25     
   7.915560       2.847765         -4.664555e-25     
   7.915560       2.880118         -6.062071e-25     
   7.915560       2.908749         -6.667133e-25     
   7.915560       2.933583         -6.400708e-25     
   7.915560       2.954553         -5.341754e-25     
   7.915560       2.971601         -3.728083e-25     
   7.915560       2.984682         -1.917991e-25     
   7.915560       2.993761         -3.176878e-26     
   7.915560       2.998815         7.096890e-26      
   7.915560       3.004739         2.048504e-25      
   7.915560       3.024957         7.857479e-25      
   7.915560       3.061273         2.444605e-24      
   7.915560       3.113597         6.922009e-24      
   7.915560       3.181789         1.915570e-23      
   7.915560       3.265666         5.350055e-23      
   7.915560       3.365002         1.528459e-22      
   7.915560       3.479529         4.467514e-22      
   7.915560       3.608938         1.314278e-21      
   7.915560       3.752880         3.713354e-21      
   7.915560       3.910968         8.884730e-21      
   7.915560       4.082775         1.047108e-20      
   7.915560       4.267838         -3.933046e-20     
   7.915560       4.465657         -6.452113e-20     
   7.915560       4.675701         2.730522e-18      
   7.915560       4.897402         -5.357300e-19     
   7.915560       5.130163         -5.592013e-16     
   7.915560       5.373356         1.473213e-15      
   7.915560       5.626327         3.614587e-14      
   7.915560       5.888392         -3.771824e-12     
   7.915560       6.158845         8.106074e-11      
   7.915560       6.436958         -2.142509e-09     
   7.915560       6.721980         7.656159e-08      
   7.915560       7.013143         8.474441e-07      
   7.915560       7.309662         1.089419e-03      
   7.915560       7.610739         4.784016e-02      
   7.915560       7.915560         1.893987e-01      
   7.915560       8.223305         3.922563e-02      
   7.915560       8.533144         3.424927e-04      
   7.915560       8.844241         -2.650306e-07     
   7.915560       9.155759         1.525156e-09      
   7.915560       9.466856         -6.806854e-12     
   7.915560       9.776695         2.102887e-14      
   7.915560       10.084440        -5.485516e-17     
   7.915560       10.389261        1.241491e-19      
   7.915560       10.690338        -2.234140e-22     
   7.915560       10.986857        4.033915e-25      
   7.915560       11.278020        -5.802548e-28     
   7.915560       11.563042        7.851684e-31      
   7.915560       11.841155        -8.733572e-34     
   7.915560       12.111608        7.125387e-37      
   7.915560       12.373673        -8.684945e-40     
   7.915560       12.626644        -6.269344e-43     
   7.915560       12.869837        1.162688e-45      
   7.915560       13.102598        -2.900775e-47     
   7.915560       13.324299        4.471243e-50      
   7.915560       13.534343        1.115105e-51      
   7.915560       13.732162        -1.210348e-52     
   7.915560       13.917225        -1.863093e-50     
   7.915560       14.089032        -1.968785e-48     
   7.915560       14.247120        -1.348308e-46     
   7.915560       14.391062        -5.905460e-45     
   7.915560       14.520471        -1.629235e-43     
   7.915560       14.634998        -2.799328e-42     
   7.915560       14.734334        -3.123300e-41     
   7.915560       14.818211        -2.083769e-40     
   7.915560       14.886403        -8.068200e-40     
   7.915560       14.938727        -2.112862e-39     
   7.915560       14.975043        -4.566042e-39     
   7.915560       14.995261        -8.704623e-39     
   8.223305       0.001185         -8.005548e-29     
   8.223305       0.006239         -8.006181e-29     
   8.223305       0.015318         -8.008492e-29     
   8.223305       0.028399         -8.015817e-29     
   8.223305       0.045447         -8.031895e-29     
   8.223305       0.066417         -8.061884e-29     
   8.223305       0.091251         -8.112069e-29     
   8.223305       0.119882         -8.189854e-29     
   8.223305       0.152235         -8.303799e-29     
   8.223305       0.188220         -8.463689e-29     
   8.223305       0.227742         -8.680657e-29     
   8.223305       0.270694         -8.967389e-29     
   8.223305       0.316959         -9.338402e-29     
   8.223305       0.366414         -9.810410e-29     
   8.223305       0.418925         -1.040280e-28     
   8.223305       0.474351         -1.113817e-28     
   8.223305       0.532541         -1.204299e-28     
   8.223305       0.593339         -1.314829e-28     
   8.223305       0.656582         -1.449040e-28     
   8.223305       0.722098         -1.611156e-28     
   8.223305       0.789711         -1.806035e-28     
   8.223305       0.859239         -2.039175e-28     
   8.223305       0.930495         -2.316625e-28     
   8.223305       1.003286         -2.644785e-28     
   8.223305       1.077416         -3.029980e-28     
   8.223305       1.152685         -3.477728e-28     
   8.223305       1.228890         -3.991523e-28     
   8.223305       1.305826         -4.570955e-28     
   8.223305       1.383286         -5.208860e-28     
   8.223305       1.461060         -5.887206e-28     
   8.223305       1.538940         -6.571278e-28     
   8.223305       1.616714         -7.201746e-28     
   8.223305       1.694174         -7.684162e-28     
   8.223305       1.771110         -7.875515e-28     
   8.223305       1.847315         -7.567670e-28     
   8.223305       1.922584         -6.467833e-28     
   8.223305       1.996714         -4.176745e-28     
   8.223305       2.069505         -1.660390e-29     
   8.223305       2.140761         6.242817e-28      
   8.223305       2.210289         1.589442e-27      
   8.223305       2.277902         2.980534e-27      
   8.223305       2.343418         4.915412e-27      
   8.223305       2.406661         7.524871e-27      
   8.223305       2.467459         1.094649e-26      
   8.223305       2.525649         1.531512e-26      
   8.223305       2.581075         2.074990e-26      
   8.223305       2.633586         2.733838e-26      
   8.223305       2.683041         3.511911e-26      
   8.223305       2.729306         4.406487e-26      
   8.223305       2.772258         5.406951e-26      
   8.223305       2.811780         6.494134e-26      
   8.223305       2.847765         7.640541e-26      
   8.223305       2.880118         8.811557e-26      
   8.223305       2.908749         9.967536e-26      
   8.223305       2.933583         1.106647e-25      
   8.223305       2.954553         1.206684e-25      
   8.223305       2.971601         1.293028e-25      
   8.223305       2.984682         1.362373e-25      
   8.223305       2.993761         1.412091e-25      
   8.223305       2.998815         1.440335e-25      
   8.223305       3.004739         1.473954e-25      
   8.223305       3.024957         1.592860e-25      
   8.223305       3.061273         1.822388e-25      
   8.223305       3.113597         2.186749e-25      
   8.223305       3.181789         2.709904e-25      
   8.223305       3.265666         3.399434e-25      
   8.223305       3.365002         4.334838e-25      
   8.223305       3.479529         6.896472e-25      
   8.223305       3.608938         2.352984e-24      
   8.223305       3.752880         1.425002e-23      
   8.223305       3.910968         9.028611e-23      
   8.223305       4.082775         5.054760e-22      
   8.223305       4.267838         2.213254e-21      
   8.223305       4.465657         5.259013e-21      
   8.223305       4.675701         2.466346e-22      
   8.223305       4.897402         2.993296e-19      
   8.223305       5.130163         5.370291e-18      
   8.223305       5.373356         -4.632587e-17     
   8.223305       5.626327         -2.830745e-16     
   8.223305       5.888392         2.428205e-14      
   8.223305       6.158845         -1.006114e-12     
   8.223305       6.436958         2.339046e-11      
   8.223305       6.721980         -8.085556e-10     
   8.223305       7.013143         3.080926e-08      
   8.223305       7.309662         -3.255669e-07     
   8.223305       7.610739         6.125918e-04      
   8.223305       7.915560         3.922563e-02      
   8.223305       8.223305         1.785062e-01      
   8.223305       8.533144         3.204665e-02      
   8.223305       8.844241         1.916837e-04      
   8.223305       9.155759         -1.512482e-07     
   8.223305       9.466856         5.476370e-10      
   8.223305       9.776695         -1.938505e-12     
   8.223305       10.084440        4.906908e-15      
   8.223305       10.389261        -1.042012e-17     
   8.223305       10.690338        2.062825e-20      
   8.223305       10.986857        -2.943966e-23     
   8.223305       11.278020        4.692442e-26      
   8.223305       11.563042        -5.857741e-29     
   8.223305       11.841155        7.889193e-32      
   8.223305       12.111608        -1.061501e-34     
   8.223305       12.373673        7.807218e-38      
   8.223305       12.626644        -2.385338e-40     
   8.223305       12.869837        1.312878e-43      
   8.223305       13.102598        -3.024427e-45     
   8.223305       13.324299        1.224124e-48      
   8.223305       13.534343        1.270944e-49      
   8.223305       13.732162        -3.394224e-52     
   8.223305       13.917225        1.940970e-52      
   8.223305       14.089032        1.756955e-50      
   8.223305       14.247120        1.063827e-48      
   8.223305       14.391062        4.158218e-47      
   8.223305       14.520471        1.034895e-45      
   8.223305       14.634998        1.617821e-44      
   8.223305       14.734334        1.654554e-43      
   8.223305       14.818211        1.029955e-42      
   8.223305       14.886403        3.757026e-42      
   8.223305       14.938727        9.289095e-42      
   8.223305       14.975043        1.905930e-41      
   8.223305       14.995261        3.506291e-41      
   8.533144       0.001185         9.084974e-31      
   8.533144       0.006239         9.085325e-31      
   8.533144       0.015318         9.085916e-31      
   8.533144       0.028399         9.088542e-31      
   8.533144       0.045447         9.094235e-31      
   8.533144       0.066417         9.104777e-31      
   8.533144       0.091251         9.122349e-31      
   8.533144       0.119882         9.149439e-31      
   8.533144       0.152235         9.188807e-31      
   8.533144       0.188220         9.243421e-31      
   8.533144       0.227742         9.316377e-31      
   8.533144       0.270694         9.410781e-31      
   8.533144       0.316959         9.529601e-31      
   8.533144       0.366414         9.675460e-31      
   8.533144       0.418925         9.850341e-31      
   8.533144       0.474351         1.005518e-30      
   8.533144       0.532541         1.028925e-30      
   8.533144       0.593339         1.054935e-30      
   8.533144       0.656582         1.082854e-30      
   8.533144       0.722098         1.111438e-30      
   8.533144       0.789711         1.138650e-30      
   8.533144       0.859239         1.161299e-30      
   8.533144       0.930495         1.174548e-30      
   8.533144       1.003286         1.171223e-30      
   8.533144       1.077416         1.140858e-30      
   8.533144       1.152685         1.068386e-30      
   8.533144       1.228890         9.323683e-31      
   8.533144       1.305826         7.026173e-31      
   8.533144       1.383286         3.370529e-31      
   8.533144       1.461060         -2.224113e-31     
   8.533144       1.538940         -1.055168e-30     
   8.533144       1.616714         -2.268645e-30     
   8.533144       1.694174         -4.006706e-30     
   8.533144       1.771110         -6.459971e-30     
   8.533144       1.847315         -9.878239e-30     
   8.533144       1.922584         -1.458516e-29     
   8.533144       1.996714         -2.099514e-29     
   8.533144       2.069505         -2.963216e-29     
   8.533144       2.140761         -4.114992e-29     
   8.533144       2.210289         -5.635181e-29     
   8.533144       2.277902         -7.620824e-29     
   8.533144       2.343418         -1.018673e-28     
   8.533144       2.406661         -1.346524e-28     
   8.533144       2.467459         -1.760400e-28     
   8.533144       2.525649         -2.276066e-28     
   8.533144       2.581075         -2.909368e-28     
   8.533144       2.633586         -3.674867e-28     
   8.533144       2.683041         -4.584012e-28     
   8.533144       2.729306         -5.642947e-28     
   8.533144       2.772258         -6.850159e-28     
   8.533144       2.811780         -8.194244e-28     
   8.533144       2.847765         -9.652180e-28     
   8.533144       2.880118         -1.118846e-27     
   8.533144       2.908749         -1.275540e-27     
   8.533144       2.933583         -1.429489e-27     
   8.533144       2.954553         -1.574148e-27     
   8.533144       2.971601         -1.702688e-27     
   8.533144       2.984682         -1.808525e-27     
   8.533144       2.993761         -1.885898e-27     
   8.533144       2.998815         -1.930426e-27     
   8.533144       3.004739         -1.983981e-27     
   8.533144       3.024957         -2.178433e-27     
   8.533144       3.061273         -2.578035e-27     
   8.533144       3.113597         -3.290549e-27     
   8.533144       3.181789         -4.539980e-27     
   8.533144       3.265666         -6.822468e-27     
   8.533144       3.365002         -1.142761e-26     
   8.533144       3.479529         -2.256360e-26     
   8.533144       3.608938         -5.712598e-26     
   8.533144       3.752880         -1.901161e-25     
   8.533144       3.910968         -7.384335e-25     
   8.533144       4.082775         -2.651760e-24     
   8.533144       4.267838         -4.617515e-24     
   8.533144       4.465657         3.810035e-23      
   8.533144       4.675701         3.477296e-22      
   8.533144       4.897402         -3.470751e-22     
   8.533144       5.130163         -6.620159e-21     
   8.533144       5.373356         6.149273e-19      
   8.533144       5.626327         1.543445e-18      
   8.533144       5.888392         -1.509863e-16     
   8.533144       6.158845         6.892361e-15      
   8.533144       6.436958         -2.256675e-13     
   8.533144       6.721980         6.304319e-12      
   8.533144       7.013143         -2.694952e-10     
   8.533144       7.309662         1.167067e-08      
   8.533144       7.610739         -3.951978e-07     
   8.533144       7.915560         3.424927e-04      
   8.533144       8.223305         3.204665e-02      
   8.533144       8.533144         1.677450e-01      
   8.533144       8.844241         2.615753e-02      
   8.533144       9.155759         1.081267e-04      
   8.533144       9.466856         -8.116914e-08     
   8.533144       9.776695         2.000570e-10      
   8.533144       10.084440        -5.665972e-13     
   8.533144       10.389261        1.196720e-15      
   8.533144       10.690338        -2.030624e-18     
   8.533144       10.986857        3.777826e-21      
   8.533144       11.278020        -4.326423e-24     
   8.533144       11.563042        6.386746e-27      
   8.533144       11.841155        -6.370037e-30     
   8.533144       12.111608        6.372738e-33      
   8.533144       12.373673        -1.301119e-35     
   8.533144       12.626644        -9.737697e-39     
   8.533144       12.869837        -2.532301e-41     
   8.533144       13.102598        -3.677315e-43     
   8.533144       13.324299        -3.621736e-46     
   8.533144       13.534343        1.703469e-47      
   8.533144       13.732162        -2.220115e-50     
   8.533144       13.917225        5.887966e-52      
   8.533144       14.089032        -6.732109e-53     
   8.533144       14.247120        -4.435011e-51     
   8.533144       14.391062        -1.653472e-49     
   8.533144       14.520471        -3.907322e-48     
   8.533144       14.634998        -5.768956e-47     
   8.533144       14.734334        -5.540384e-46     
   8.533144       14.818211        -3.252126e-45     
   8.533144       14.886403        -1.119281e-44     
   8.533144       14.938727        -2.595086e-44     
   8.533144       14.975043        -4.981945e-44     
   8.533144       14.995261        -8.708086e-44     
   8.844241       0.001185         -2.608180e-33     
   8.844241       0.006239         -2.608204e-33     
   8.844241       0.015318         -2.607970e-33     
   8.844241       0.028399         -2.607581e-33     
   8.844241       0.045447         -2.606694e-33     
   8.844241       0.066417         -2.605004e-33     
   8.844241       0.091251         -2.602145e-33     
   8.844241       0.119882         -2.597646e-33     
   8.844241       0.152235         -2.590914e-33     
   8.844241       0.188220         -2.581186e-33     
   8.844241       0.227742         -2.567465e-33     
   8.844241       0.270694         -2.548431e-33     
   8.844241       0.316959         -2.522310e-33     
   8.844241       0.366414         -2.486708e-33     
   8.844241       0.418925         -2.438387e-33     
   8.844241       0.474351         -2.372971e-33     
   8.844241       0.532541         -2.284562e-33     
   8.844241       0.593339         -2.165242e-33     
   8.844241       0.656582         -2.004428e-33     
   8.844241       0.722098         -1.788036e-33     
   8.844241       0.789711         -1.497423e-33     
   8.844241       0.859239         -1.108037e-33     
   8.844241       0.930495         -5.877325e-34     
   8.844241       1.003286         1.052980e-34      
   8.844241       1.077416         1.025012e-33      
   8.844241       1.152685         2.240416e-33      
   8.844241       1.228890         3.838813e-33      
   8.844241       1.305826         5.929204e-33      
   8.844241       1.383286         8.645509e-33      
   8.844241       1.461060         1.214902e-32      
   8.844241       1.538940         1.662918e-32      
   8.844241       1.616714         2.230127e-32      
   8.844241       1.694174         2.939931e-32      
   8.844241       1.771110         3.816149e-32      
   8.844241       1.847315         4.880512e-32      
   8.844241       1.922584         6.148711e-32      
   8.844241       1.996714         7.624537e-32      
   8.844241       2.069505         9.291570e-32      
   8.844241       2.140761         1.110179e-31      
   8.844241       2.210289         1.296045e-31      
   8.844241       2.277902         1.470659e-31      
   8.844241       2.343418         1.608885e-31      
   8.844241       2.406661         1.673692e-31      
   8.844241       2.467459         1.613051e-31      
   8.844241       2.525649         1.357011e-31      
   8.844241       2.581075         8.157369e-32      
   8.844241       2.633586         -1.203088e-32     
   8.844241       2.683041         -1.576508e-31     
   8.844241       2.729306         -3.684998e-31     
   8.844241       2.772258         -6.569222e-31     
   8.844241       2.811780         -1.032217e-30     
   8.844241       2.847765         -1.498010e-30     
   8.844241       2.880118         -2.049576e-30     
   8.844241       2.908749         -2.671681e-30     
   8.844241       2.933583         -3.337602e-30     
   8.844241       2.954553         -4.009902e-30     
   8.844241       2.971601         -4.643229e-30     
   8.844241       2.984682         -5.189009e-30     
   8.844241       2.993761         -5.601436e-30     
   8.844241       2.998815         -5.843802e-30     
   8.844241       3.004739         -6.140074e-30     
   8.844241       3.024957         -7.258287e-30     
   8.844241       3.061273         -9.752473e-30     
   8.844241       3.113597         -1.477856e-29     
   8.844241       3.181789         -2.502954e-29     
   8.844241       3.265666         -4.688846e-29     
   8.844241       3.365002         -9.587566e-29     
   8.844241       3.479529         -2.101896e-28     
   8.844241       3.608938         -4.840655e-28     
   8.844241       3.752880         -1.169022e-27     
   8.844241       3.910968         -3.285252e-27     
   8.844241       4.082775         -1.431210e-26     
   8.844241       4.267838         -9.692822e-26     
   8.844241       4.465657         -6.649830e-25     
   8.844241       4.675701         -2.969628e-24     
   8.844241       4.897402         2.056593e-25      
   8.844241       5.130163         -5.614392e-24     
   8.844241       5.373356         -2.551397e-21     
   8.844241       5.626327         1.063908e-20      
   8.844241       5.888392         1.047262e-18      
   8.844241       6.158845         -3.692120e-17     
   8.844241       6.436958         1.421576e-15      
   8.844241       6.721980         -4.540753e-14     
   8.844241       7.013143         1.602905e-12      
   8.844241       7.309662         -8.253380e-11     
   8.844241       7.610739         4.254622e-09      
   8.844241       7.915560         -2.650306e-07     
   8.844241       8.223305         1.916837e-04      
   8.844241       8.533144         2.615753e-02      
   8.844241       8.844241         1.572766e-01      
   8.844241       9.155759         2.139305e-02      
   8.844241       9.466856         6.188635e-05      
   8.844241       9.776695         -4.285130e-08     
   8.844241       10.084440        7.543507e-11      
   8.844241       10.389261        -1.725350e-13     
   8.844241       10.690338        3.175489e-16      
   8.844241       10.986857        -4.057302e-19     
   8.844241       11.278020        7.773705e-22      
   8.844241       11.563042        -7.021734e-25     
   8.844241       11.841155        1.102089e-27      
   8.844241       12.111608        -1.101215e-30     
   8.844241       12.373673        2.266170e-34      
   8.844241       12.626644        -4.515690e-36     
   8.844241       12.869837        -4.901833e-39     
   8.844241       13.102598        -6.317417e-41     
   8.844241       13.324299        -1.446412e-43     
   8.844241       13.534343        2.622531e-45      
   8.844241       13.732162        5.085795e-49      
   8.844241       13.917225        1.161004e-49      
   8.844241       14.089032        1.861143e-51      
   8.844241       14.247120        -2.950839e-53     
   8.844241       14.391062        -1.280519e-52     
   8.844241       14.520471        -3.866299e-51     
   8.844241       14.634998        -7.208738e-50     
   8.844241       14.734334        -8.585207e-49     
   8.844241       14.818211        -6.003719e-48     
   8.844241       14.886403        -2.412289e-47     
   8.844241       14.938727        -6.526178e-47     
   8.844241       14.975043        -1.449441e-46     
   8.844241       14.995261        -2.813333e-46     
   9.155759       0.001185         -2.595409e-37     
   9.155759       0.006239         -2.598559e-37     
   9.155759       0.015318         -2.607838e-37     
   9.155759       0.028399         -2.640084e-37     
   9.155759       0.045447         -2.710373e-37     
   9.155759       0.066417         -2.841235e-37     
   9.155759       0.091251         -3.060103e-37     
   9.155759       0.119882         -3.399133e-37     
   9.155759       0.152235         -3.895310e-37     
   9.155759       0.188220         -4.590604e-37     
   9.155759       0.227742         -5.532263e-37     
   9.155759       0.270694         -6.773264e-37     
   9.155759       0.316959         -8.372839e-37     
   9.155759       0.366414         -1.039698e-36     
   9.155759       0.418925         -1.291864e-36     
   9.155759       0.474351         -1.601734e-36     
   9.155759       0.532541         -1.977739e-36     
   9.155759       0.593339         -2.428383e-36     
   9.155759       0.656582         -2.961436e-36     
   9.155759       0.722098         -3.582492e-36     
   9.155759       0.789711         -4.292490e-36     
   9.155759       0.859239         -5.083641e-36     
   9.155759       0.930495         -5.932872e-36     
   9.155759       1.003286         -6.791517e-36     
   9.155759       1.077416         -7.569362e-36     
   9.155759       1.152685         -8.110309e-36     
   9.155759       1.228890         -8.155781e-36     
   9.155759       1.305826         -7.290382e-36     
   9.155759       1.383286         -4.862299e-36     
   9.155759       1.461060         1.317926e-37      
   9.155759       1.538940         9.210816e-36      
   9.155759       1.616714         2.463987e-35      
   9.155759       1.694174         4.974933e-35      
   9.155759       1.771110         8.936922e-35      
   9.155759       1.847315         1.504105e-34      
   9.155759       1.922584         2.426286e-34      
   9.155759       1.996714         3.796047e-34      
   9.155759       2.069505         5.799806e-34      
   9.155759       2.140761         8.689653e-34      
   9.155759       2.210289         1.280113e-33      
   9.155759       2.277902         1.857319e-33      
   9.155759       2.343418         2.656895e-33      
   9.155759       2.406661         3.749480e-33      
   9.155759       2.467459         5.221321e-33      
   9.155759       2.525649         7.174305e-33      
   9.155759       2.581075         9.723843e-33      
   9.155759       2.633586         1.299360e-32      
   9.155759       2.683041         1.710607e-32      
   9.155759       2.729306         2.216845e-32      
   9.155759       2.772258         2.825377e-32      
   9.155759       2.811780         3.537875e-32      
   9.155759       2.847765         4.348105e-32      
   9.155759       2.880118         5.239977e-32      
   9.155759       2.908749         6.186433e-32      
   9.155759       2.933583         7.149604e-32      
   9.155759       2.954553         8.082582e-32      
   9.155759       2.971601         8.932860e-32      
   9.155759       2.984682         9.647172e-32      
   9.155759       2.993761         1.017715e-31      
   9.155759       2.998815         1.048503e-31      
   9.155759       3.004739         1.085806e-31      
   9.155759       3.024957         1.223651e-31      
   9.155759       3.061273         1.517806e-31      
   9.155759       3.113597         2.073030e-31      
   9.155759       3.181789         3.116539e-31      
   9.155759       3.265666         5.145439e-31      
   9.155759       3.365002         9.274579e-31      
   9.155759       3.479529         1.805333e-30      
   9.155759       3.608938         3.741865e-30      
   9.155759       3.752880         8.239099e-30      
   9.155759       3.910968         2.051575e-29      
   9.155759       4.082775         6.909956e-29      
   9.155759       4.267838         3.239659e-28      
   9.155759       4.465657         1.365147e-27      
   9.155759       4.675701         -6.908719e-28     
   9.155759       4.897402         -8.465674e-26     
   9.155759       5.130163         -5.429760e-25     
   9.155759       5.373356         2.707578e-24      
   9.155759       5.626327         -7.714589e-23     
   9.155759       5.888392         -5.135789e-21     
   9.155759       6.158845         1.926720e-19      
   9.155759       6.436958         -6.619659e-18     
   9.155759       6.721980         2.433679e-16      
   9.155759       7.013143         -8.606973e-15     
   9.155759       7.309662         3.886164e-13      
   9.155759       7.610739         -2.398216e-11     
   9.155759       7.915560         1.525156e-09      
   9.155759       8.223305         -1.512482e-07     
   9.155759       8.533144         1.081267e-04      
